"Informazioni cronologiche","What is your gender?","How old are you?","Where are you from?","Which ethnic group do you identify with?","What is your religion?","Have you ever experienced any form of racism?","Do you consider yourself a feminist?","What do you think about gender inequality?","Do you think that the veil that most Muslim women wear is a symbol of submission?","Do you think that the veil that Catholic nuns wear is a symbol of submission?","Could you briefly explain your answer to the previous two questions? ","Some modern feminist movements use nudity to protest against patriarchy and to show the independence of women.  What is your opinion about it?","Do you think that feminism has ever been used or could be used by Western powers as a justification for their nationalistic, imperialistic and economic purposes?","Are you familiar with the terms ""White feminism"" and ""Transnational feminism""?","Do you feel represented by today's feminism? "
"2020/05/25 9:17:45 PM EET","Male","18-29","Poland","White","Not religious","No","No","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","It depends","It depends","It depends of the fact if the person is ok with wearing it","I believe that using nudity is a bad way to express one's independence as it only increases the sexualization and objectification of the female body","I don't know","I might have heard of them but I don't really know what they are",""
"2020/05/25 9:53:03 PM EET","Female","18-29","United States","White","Not religious","Yes","Yes","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","It depends","Yes","Women are not born as nuns; it is something they chose, willingly as far as I’m aware so it is a form of submission not to man but to God. Muslim women are born into their religion (usually). And depending on which country they live in, wearing a hijab could be a matter of law or safety instead of choice. In more western cultures, wearing a hijab is more of a choice culturally but perhaps less so within a family or religious community that would reward a woman for wearing a hijab and punish her for not doing so. So for Muslim women, I feel that it’s a symbol of submission if the action is freely chosen but not if the decision is forced upon her. If the latter, it is instead a form of suppression. ","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","Yes","Yes, I know exactly what they are","Partially"
"2020/05/25 10:07:09 PM EET","Female","18-29","Georgia","White","Prefer not to say","No","I don't know","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","Yes","Yes","it shows that your religious beliefs make you wear something, that is a sign of submission.","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","Yes","Yes, I know exactly what they are","Partially"
"2020/05/25 11:32:31 PM EET","Female","18-29","Turkey","Asian","Muslim","Yes","No","I believe that the concept of gender inequality is universal regardless the country, the ethnicity, the history, the culture, and traditions","No","No","Religion isn't about submitting yourself to God. (with both of them) With this type of behaviors it's about applying the rules God gaves us. When I think about submission it's mostly about bdsm or that type of relationship with person to person.","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","Yes","Yes, I know exactly what they are","Partially yes, but I feel like some of the struggles I face because of my ethnicity are not taken into consideration"
"2020/05/25 11:54:10 PM EET","Female","18-29","France","White","Not religious","No","Yes","I believe that the concept of gender inequality is universal regardless the country, the ethnicity, the history, the culture, and traditions","It depends","It depends","Many women choose to cover themselves in their own will, me trying to stop them from wearing a veil would be controlling and anti feminist. ","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","I don't know","I might have heard of them but I don't really know what they are","Partially"
"2020/05/26 12:04:13 AM EET","Female","18-29","Albania","White","Muslim","Yes","Yes","I believe that the concept of gender inequality is universal regardless the country, the ethnicity, the history, the culture, and traditions","No","No","","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","Yes","Yes, I know exactly what they are","Partially"
"2020/05/26 2:12:12 AM EET","Male","50-69","United States","White","Not religious","No","Yes","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","Yes","No","Muslim women must wear the hijab. If they don't they can be killed. For nuns it is optional. If they don't they can leave the order, alive.","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","Yes","No",""
"2020/05/26 2:14:45 AM EET","Female","18-29","United States","Latino","Prefer not to say","Yes","I don't know","I don't know","I don't know","I don't know","No ","In the united states they’re protected under the first amendment, so it’s their business not ours","Yes","Yes, I know exactly what they are","Partially yes, but I feel like some of the struggles I face because of my ethnicity are not taken into consideration"
"2020/05/26 4:24:20 AM EET","Female","18-29","United States","White","Prefer not to say","Yes","No","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","It depends","No","","I believe that using nudity is a bad way to express one's independence as it only increases the sexualization and objectification of the female body","Yes","I might have heard of them but I don't really know what they are","Partially"
"2020/05/26 4:52:55 AM EET","Male","30-49","United States","White","Christian (Protestant)","No","No","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","It depends","Yes","In the first, some Muslim women are forced to wear it and others choose. So it really depends on the definition/connotation of submission. Is it forced or willingly chosen because of their faith. In the second, I feel most of not all are willingly worn as in my experience there is more freedom in a catholic faith than Muslim. ","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","I don't know","No",""
"2020/05/26 5:46:00 AM EET","Female","18-29","United States","White","Christian (Protestant)","No","Yes","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","It depends","It depends","I believe that in both scenarios it is dependent upon the circumstance of each individual woman. In general I don’t believe that veiling in any religion is a form of a submission. It is intended to be a symbol of modesty and commitment to their respective religions. However, in some scenarios it can be used as oppressive tool. If a women is forced to wear it then it can become a symbol of submission and oppression.","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","Yes","Yes, I know exactly what they are","Yes, completely"
"2020/05/26 5:56:10 AM EET","Male","18-29","United States","White","Christian (Protestant)","No","Yes","I believe that the concept of gender inequality is universal regardless the country, the ethnicity, the history, the culture, and traditions","No","No","","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","Yes","I might have heard of them but I don't really know what they are",""
"2020/05/26 7:02:48 AM EET","Female","50-69","United States","White","Not religious","No","Yes","I believe that the concept of gender inequality is universal regardless the country, the ethnicity, the history, the culture, and traditions","Yes","No","Muslim women are compelled by culture.  A nun makes a choice to join a religious order.","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","I don't know","Yes, I know exactly what they are","Yes, completely"
"2020/05/26 9:55:20 AM EET","Female","18-29","Spain","White","Not religious","Yes","Yes","I believe that the concept of gender inequality is universal regardless the country, the ethnicity, the history, the culture, and traditions","Yes","No","In the first i think is a way to make a woman less, the second is a choice","I believe that using nudity is a bad way to express one's independence as it only increases the sexualization and objectification of the female body","I don't know","No","Partially"
"2020/05/26 10:07:16 AM EET","Female","18-29","Germany","White","Not religious","No","Yes","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","It depends","It depends","I just feel like wearing a veil can be your own choice, but that it is also possible that somebody forces you to wear it.","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","Yes","I might have heard of them but I don't really know what they are","Partially"
"2020/05/26 11:16:28 AM EET","Female","18-29","France","White","Not religious","No","Yes","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","Yes","Yes","As for today, I do not believe that women wear them as a sing of submission. I believe it is a way to embrace your culture and it is also a sign of belonging to a certain community. However, it also holds some principals to its core that O disagree with. But I believe that women who wear veils do not wear it to promote these ideas of oppressing women’s bodies using religion. ","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","Yes","Yes, I know exactly what they are","Yes, completely"
"2020/05/26 12:00:34 PM EET","Female","18-29","United States","White","Christian (Protestant)","No","No","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","No","Yes","Matter of context and region. ","I believe that using nudity is a bad way to express one's independence as it only increases the sexualization and objectification of the female body","Yes","Yes, I know exactly what they are","No"
"2020/05/26 4:56:07 PM EET","Female","18-29","Italy","White","Not religious","No","I don't know","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","It depends","It depends","I think it could be seen as a symbol of submission (with a negative connotation) because it only applies to the female gender and it's something imposed by a religion, but it doesn't necessarily mean that these women are wearing the veil against their will ","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","I don't know","I might have heard of them but I don't really know what they are","Partially"
"2020/05/26 5:52:38 PM EET","Female","18-29","Switzerland","Prefer not to say","Spiritual ","Yes","I don't know","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","It depends","It depends","If looked as a (free) choice from the women I don’t think it is submissive. But if they are forced In any way to do so, i would say def. I know that there already is some kind of submission, that they have to wear the veil but if it’s their choice, i don't see a problem in it.","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","I don't know","Yes, I know exactly what they are","Partially"
"2020/05/26 6:58:39 PM EET","Female","18-29","Brazil","White","Roman Catholic","No","Yes","I believe that the concept of gender inequality is universal regardless the country, the ethnicity, the history, the culture, and traditions","It depends","It depends","It depends on the reason why they are covering their bodies, and if it's a choice or an obligation.","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","Yes","Yes, I know exactly what they are","Partially"
"2020/05/26 8:28:27 PM EET","Female","18-29","Czech Republic","White","Not religious","Yes","Yes","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","It depends","It depends","They do it due to the tradition. I think it can change like the fact women started wearing pants","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","I don't know","No","Partially"
"2020/05/26 8:51:27 PM EET","Female","18-29","Brazil","Latino","Agnóstica","Yes","Yes","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","It depends","It depends","The sabe time it can be a submission, it can be also a culture afirmation.","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","Yes","Yes, I know exactly what they are","Partially"
"2020/05/26 10:15:52 PM EET","Male","18-29","Slovakia","White","Roman Catholic","Yes","Yes","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","No","No","I do believe that both submission and religion have something to do with this. Yet, I see it more as a religious choice rather than submitting to the authority of the man","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","Yes","I might have heard of them but I don't really know what they are",""
"2020/05/27 12:30:58 AM EET","Male","18-29","Brazil","White","Not religious","No","Yes","I believe that the concept of gender inequality is universal regardless the country, the ethnicity, the history, the culture, and traditions","It depends","It depends","I think the word *submission* makes the discussion more complex than it needs to be, so

First, for both religions, I wouldn't say veils are a symbol of *submission* specifically, but a symbol of gender inequality since men aren't expected to use them (as women are), thus making the custom of wearing veils questionable.

(And that answers the first question about gender inequality being an universal concept, since It doesn't rely on regional or cultural context to exist)

About *submission* in itself, I'd say:

1- it depends the regional/cultural interpretation on ""wearing a veil"" (what does it mean for the local population when women wear them? And what does it mean when women don't?) If ""wearing veils"" influences one's image*, then:

2- it depends on the interpretation of the word submission, which can carry either the idea of someone consciously submitting his or herself to something and/or the idea of someone being forced into submission by external forces. If you interpret *submission* as described in the second case, then yes, I'd say veils are a symbol of submission (since they are used to influence the images of those who wear them and of those who don't)

You can see I didn't need to specify religions here, since the customs vary from region to region. Putting a whole religion in one bucket would be a step back =)
","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","Yes","Yes, I know exactly what they are",""
"2020/05/27 2:36:04 PM EET","Female","0-17","France","White","Prefer not to say","No","Yes","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","It depends","I don't know","No I don’t want to ","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","Yes","Yes, I know exactly what they are","Yes, completely"
"2020/05/27 3:26:15 PM EET","Female","18-29","Georgia","White","Orthodox","No","Yes","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","Yes","Yes","","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","I don't know","I might have heard of them but I don't really know what they are","Yes, completely"
"2020/05/27 5:22:38 PM EET","Female","18-29","Germany","White","Not religious","Yes","I don't know","I believe that the concept of gender inequality is universal regardless the country, the ethnicity, the history, the culture, and traditions","It depends","No","For me, the veil of a Catholic nun is not only an Expression of her believes but also a part of her ""work Dress"". If you go to a Catholic church, no one (except for the nuns) is wearing a veil. So Catholic peolpe (who are not nuns) don't use that a Symbol of their believes. 
If you go to a mosque, a lot of People are wearing veils, often it is required. In some countries, women have to wear a veil as soon as the leave the house, it is not their choice, even if they are not religious.","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","Yes","No","Partially"
"2020/05/27 7:09:36 PM EET","Female","18-29","Georgia","White","Not religious","No","Yes","I believe that the concept of gender inequality is universal regardless the country, the ethnicity, the history, the culture, and traditions","It depends","No","I belive in choice, if women feel happy to wear veils it's their decision, the tricky part is that in religion we often see the inequality and sometimes it's not the choice of a women to wear a veil, but a religious obligation, which is completely unaccaptable.
But also, I think catholic nuns and muslim women wearing veils are not ""synonyms"", becoming a nun is more or less a choice and it's a religious uniform, just like it is for priests to wear theirs and for muslim women, because the religion is something you are born into and not something you choose, there is much higher risk of compulsion and submission than in the case of catholic nuns.","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","Yes","I might have heard of them but I don't really know what they are","Partially"
"2020/05/27 8:06:26 PM EET","Male","30-49","United States","White","Roman Catholic","Yes","I don't know","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","No","No","It all depends on the person or people.  I think it should be optional, not punished. If it is forced I do believe it could be used as a submission symbol but many things could mean that for both sexes, races or cultures. ","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","Yes","No",""
"2020/05/27 9:10:16 PM EET","Female","18-29","Spain","White","Not religious","No","Yes","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","It depends","It depends","I don’t have my opinion abt this 100% created","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","I don't know","I might have heard of them but I don't really know what they are","Partially yes, but I feel like some of the struggles I face because of my ethnicity are not taken into consideration"
"2020/05/27 10:45:02 PM EET","Female","50-69","Italy","White","Roman Catholic","No","No","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","It depends","It depends","","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","No, I don't see how this could happen","I might have heard of them but I don't really know what they are","Partially"
"2020/05/27 11:21:21 PM EET","Female","18-29","United States","White","Christian (Protestant)","I don't know","Yes","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","It depends","It depends","It depends on whether the woman chooses to wear the veil. In some places it is legally required for women to wear a hijab—that isn’t right or equal. But if a woman wants to, it is not necessarily a sign of submission.","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","Yes","I might have heard of them but I don't really know what they are","Partially"
"2020/05/28 2:01:25 PM EET","Female","30-49","Ecuador","Latino","Roman Catholic","No","I don't know","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","Yes","No","","I believe that using nudity is a bad way to express one's independence as it only increases the sexualization and objectification of the female body","No, I don't see how this could happen","No","Partially"
"2020/05/28 4:31:41 PM EET","Female","30-49","India","Asian","Not religious","No","I don't know","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","It depends","I don't know","No","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","Yes","I might have heard of them but I don't really know what they are","Partially"
"2020/05/28 4:32:06 PM EET","Female","30-49","India","Asian","Not religious","No","I don't know","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","It depends","I don't know","No","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","Yes","I might have heard of them but I don't really know what they are","Partially"
"2020/05/28 4:58:10 PM EET","Female","30-49","Bangladesh","Asian","Muslim","Yes","No","I believe that the concept of gender inequality is universal regardless the country, the ethnicity, the history, the culture, and traditions","No","No","","I believe that using nudity is a bad way to express one's independence as it only increases the sexualization and objectification of the female body","I don't know","No","Partially"
"2020/05/28 6:33:17 PM EET","Male","30-49","United States","White","Roman Catholic","Yes","I don't know","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","No","No","It all depends on the person or people.  I think it should be optional, not punished. If it is forced I do believe it could be used as a submission symbol but many things could mean that for both sexes, races or cultures. ","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","Yes","No",""
"2020/05/28 8:43:34 PM EET","Female","18-29","France","White","Spinosa ","I don't know","Yes","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","No","No","The most of women who wear a veil choose it and it comes from their own choices and everyone is allowed to do whatever their want if it doesn’t hurt anyone else.","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","No, I don't see how this could happen","I might have heard of them but I don't really know what they are","Partially"
"2020/05/28 10:21:40 PM EET","Female","30-49","Italy","White","Roman Catholic","Yes","No","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","It depends","No","For Muslim women, wearing the veil might be a choice or something they just embrace for tradition, so it depends. Becoming a nun, nowadays, is 100% a choice, so I believe it has nothing to do with submission ","I believe that using nudity is a bad way to express one's independence as it only increases the sexualization and objectification of the female body","Yes","I might have heard of them but I don't really know what they are","No"
"2020/05/29 10:25:59 AM EET","Female","30-49","Turkey","Prefer not to say","Not religious","Yes","Yes","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","No","No","","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","Yes","Yes, I know exactly what they are","Yes, completely"
"2020/05/29 3:54:17 PM EET","Male","70-89","Italy","White","Roman Catholic","Yes","Yes","I believe that the concept of gender inequality is universal regardless the country, the ethnicity, the history, the culture, and traditions","Yes","No","","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","I don't know","No",""
"2020/05/29 6:10:28 PM EET","Female","18-29","Italy","White","Not religious","I don't know","Yes","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","Yes","Yes","I believe in the freedom of choice, however I am wondering about these items. They cover part of bodies which are usually sexualized regarding females. Why can't they embrace a choice of life without their freedom to decide about their clothes?
Does humility always start with appearance? ","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","Yes","I might have heard of them but I don't really know what they are","Yes, completely"
"2020/05/29 8:51:22 PM EET","Male","18-29","India","South Asian","Hindu","Yes","Yes","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","It depends","It depends","","I find using nudity to protest against patriarchy strange. There are better ways to protest ","I don't know","I might have heard of them but I don't really know what they are",""
"2020/05/29 11:39:04 PM EET","Female","50-69","Italy","White","Roman Catholic","No","Yes","I believe that the concept of gender inequality is universal regardless the country, the ethnicity, the history, the culture, and traditions","It depends","It depends","I think it’s a way to agree with a status ","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","Yes","No","Partially"
"2020/05/29 11:42:12 PM EET","Male","18-29","Poland","White","Not religious","Yes","Yes","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","It depends","It depends","I think that the veil could be much more than a symbol of submission. It depends on   woman that wears it and what meaning she connects it with. So the veil could be a symbol of submission, but not necessarily. ","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","Yes","No",""
"2020/05/30 9:16:10 AM EET","Male","50-69","Italy","White","Roman Catholic","No","Yes","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","Yes","It depends","","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","No, I don't see how this could happen","I might have heard of them but I don't really know what they are",""
"2020/05/30 10:56:58 PM EET","Female","50-69","Poland","Prefer not to say","Christian (Protestant)","No","Yes","I believe that the concept of gender inequality is universal regardless the country, the ethnicity, the history, the culture, and traditions","Yes","Yes","","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","Yes","Yes, I know exactly what they are","Partially"
"2020/05/31 11:44:24 AM EET","Female","18-29","Spain","Prefer not to say","Not religious","No","Yes","I believe that the concept of gender inequality is universal regardless the country, the ethnicity, the history, the culture, and traditions","Yes","Yes","","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","No, I don't see how this could happen","I might have heard of them but I don't really know what they are","Partially"
"2020/06/02 7:48:35 PM EET","Male","18-29","United States","White","Roman Catholic","No","I don't know","I believe that the concept of gender inequality is universal regardless the country, the ethnicity, the history, the culture, and traditions","I don't know","I don't know","I don’t know the history of veils for men or women","I don't know","I don't know","No","No"
"2020/06/04 12:01:46 AM EET","Female","18-29","Italy","White","Roman Catholic","Yes","Yes","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","It depends","It depends","","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","No, I don't see how this could happen","I might have heard of them but I don't really know what they are","Partially"
"2020/06/07 8:26:47 PM EET","Female","18-29","Russia","White","Christian Orthodox","I don't know","No","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","It depends","I don't know","","I don't know","No, I don't see how this could happen","No","Partially"
"2020/06/08 5:00:34 AM EET","Female","18-29","Canada","White","Muslim","Yes","No","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","It depends","It depends","Some people choose to cover up because they enjoy the meaning behind it. Whereas some people are forced. Free choice is best. ","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","Yes","I might have heard of them but I don't really know what they are","No"
"2020/06/08 8:57:54 PM EET","Male","30-49","Italy","White","Not religious","Yes","No","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","It depends","No","Muslim often Forced - nuns are free","I believe that using nudity is a bad way to express one's independence as it only increases the sexualization and objectification of the female body","Yes","No",""
"2020/06/08 10:25:10 PM EET","Male","30-49","Germany","White","Not religious","Yes","I don't know","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","Yes","Yes","Depending on the person, they either submit to the demands of a god (this would probably be more of a free choice) or they submit to the demands of the culture / family / husband (this could be more of a forced submission).","I guess it can be used for many reasons, ranging from criticizing religious dress-codes to just being a good way to get attention. Therefore I can't give a blanket-statement on whether this form of protest is good or bad or feminist/unfeminist.","Yes","No",""
"2020/06/09 10:26:06 PM EET","Female","18-29","Romania","White","Not religious","Yes","Yes","I believe that the concept of gender inequality is universal regardless the country, the ethnicity, the history, the culture, and traditions","It depends","No","You ALWAYS choose to be a nun, so therefore it is your choice to live your life in a certain way, as for Muslim women, some are born in the religion, they don’t make the choice. ","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","No, I don't see how this could happen","I might have heard of them but I don't really know what they are","Yes, completely"
"2020/06/09 11:10:38 PM EET","Male","18-29","Romania","White","Not religious","Yes","No","I believe that the concept of gender inequality is universal regardless the country, the ethnicity, the history, the culture, and traditions","Yes","Yes","The practice to hide the body from others","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","Yes","No",""
"2020/06/09 11:37:17 PM EET","Female","18-29","Spain","White","Not religious","I don't know","Yes","I believe that the concept of gender inequality is universal regardless the country, the ethnicity, the history, the culture, and traditions","It depends","No","It is about if they choose it or not, and I have the idea that for being a nun you choose to wear it. However, by being just a girl from a Muslim country you might not choose to wear it, but you have to for your gender.","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","Yes","No","Partially"
"2020/06/09 11:41:05 PM EET","Female","18-29","Romania","White","Not religious","No","No","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","Yes","Yes","I think that if you do it because of your personal beliefs it’s ok, your choice, but some women wear the veil because they are forced to.","I believe that using nudity is a bad way to express one's independence as it only increases the sexualization and objectification of the female body","No, I don't see how this could happen","I might have heard of them but I don't really know what they are","No"
"2020/06/09 11:43:50 PM EET","Female","18-29","Romania","White","Not religious","No","No","I believe that the concept of gender inequality is universal regardless the country, the ethnicity, the history, the culture, and traditions","Yes","No","I think that in the first case, the women are somehow forced to submit to it because they didn't choose to have that religion comparing to the nuns that agreed with that once they decided to join the Catholic Church. ","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","Yes","No","Partially"
"2020/06/09 11:52:29 PM EET","Male","18-29","Romania","White","Prefer not to say","No","Yes","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","Yes","Yes","","I think woman cab show their independence in other way not through nudity","I don't know","No",""
"2020/06/10 12:48:15 AM EET","Male","18-29","Romania","White","Orthodox","I don't know","No","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","No","No","","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","No, I don't see how this could happen","No",""
"2020/06/10 1:08:28 AM EET","Female","18-29","Romania","White","Orthodox","Yes","I don't know","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","Yes","Yes","The muslim women wear their veil because of the tradition and probably because of their “submisson” to their husband. This is also because nobody is supposed to see them, so as not to be provocative and raise questions to other men. The nuns are wearing their veil also because they are “submitted” in another way, submitted to God and so keeping the rules in “his house”. ","I think that it’s their right to protest, but I don’t think that using nudity is a right way to do it, because there are many other options for getting attention of a protest. Exposing nudity doesn’t briefly mean that you are a feminist, you can express your feminism also through other things/habits.","Yes","I might have heard of them but I don't really know what they are","Partially"
"2020/06/10 6:38:48 AM EET","Female","18-29","Romania","White","Christian (Protestant)","I don't know","Yes","I believe that the concept of gender inequality is universal regardless the country, the ethnicity, the history, the culture, and traditions","It depends","It depends","","I believe that using nudity is a bad way to express one's independence as it only increases the sexualization and objectification of the female body","No, I don't see how this could happen","No","Yes, completely"
"2020/06/10 7:51:28 AM EET","Female","18-29","Romania","White","Orthodox","Yes","No","I believe that the conception of gender inequality changes and shapes differently according to the country, the ethnicity, the history, the culture and traditions","It depends","No","","I think that it's their right to use their body to protest, but I don't think that they can judge the grade of feminism of a woman based on how much she covers (or uncovers) herself","No, I don't see how this could happen","I might have heard of them but I don't really know what they are","No"
